date,developerResponse,review,rating,userName,title,review_processed,Topic_Class,Topic_Perc_Contrib,Reason
2024-04-01 05:53:38,"{'id': 43108498, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T03:29:10Z'}",Di buat login kadang bisa kadang gak sering forclose sendiri gak jelas,1,babi...!,JMO,buka kadang kadang forclose,0,0.814,tidak bisa login atau check saldo
2024-03-20 04:12:22,"{'id': 42854886, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Aoi', 'modified': '2024-03-27T06:11:46Z'}","Sahabat, percakapan ini akan kami akhiri. Perihal pesan yang Sahabat sampaikan sudah kami tindak lanjuti dengan informasi di atas, terima kasih telah menghubungi layanan BPJAMSOSTEK. Kami sarankan selalu gunakan data pribadi. Jika ada hal lain yang ingin Sahabat tanyakan, silakan berkunjung kembali. -Nada -Kiki - Meta -Virda -Desma",1,Psikjih,CS jawaban template,sahabat cakap perihal pesan sahabat tindak informasi terima kasih hubung layan bpjamsostek saran data pribadi sahabat sila kunjung nada kiki meta virda desma,2,0.7407,tidak bisa login atau daftar
2023-11-13 02:18:52,"{'id': 40352227, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -RY', 'modified': '2023-11-27T03:38:12Z'}","Berikut saya sampaikan keluhan saya : 
1. Fitur pengkinian data tidak bisa digunakan, di No 4 Data Kependudukan selalu loading meskipun sudah dicoba menggunakan sambungan internet yang berbeda beda
2. Menghubungi Whatsapp tidak tersambung dengan Agent dan diarahkan untuk membuat laporan
3. Menghubungi 175 sama sekali tidak tersambung dengan Agent dan call terputus otomatis, pulsa terpotong

Apabila aplikasi memang tidak bisa digunakan, alangkah baiknya pengkinian data dapat dilkukan juga di website sehingga pengisian tetap dapat dilakukan dan tidak ada kendala.
Jika memang tidak bersedia dihubungi, tidak perlu melampirkan no Whatsapp, no telp, dan live chat jika memang tidak ada solusi, diperparah dengan pulsa yang tetap terpotong.",1,Nisa2403,"Aplikasi tidak berfungsi, tidak ada solusi",keluh fitur data no data duduk loading coba sambung internet beda beda hubung whatsapp sambung agent arah lapor hubung sambung agent call putus otomatis pulsa potong aplikasi alangkah data dilkukan website isi kendala sedia hubung lampir no whatsapp no telp live chat solusi parah pulsa potong,1,0.9706,tidak bisa login atau update data
2022-08-01 05:17:24,"{'id': 41089493, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, perihal gagal biometrik data dengan tujuan klaim Jaminan Hari Tua (JHT) melalui aplikasi Jamsostek Mobile (JMO) maka akan muncul notifikasi yang mengarahkan klaim melalui Lapak Asik. Silakan Bapak/Ibu mengajukan klaim JHT melalui fitur tersebut dengan klik menu Lapak Asik, meskipun saldo dibawah Rp10.000.000,-. -VD', 'modified': '2024-01-05T03:28:32Z'}",Baru mau coba klaim jht bagian biometric udah ada tulisan “anda sudah mencoba 3x & tidak bisa dilanjutkan silahkan hubungi kantor cabang terdekat” LAHHHHH KO LAWAK. GUA NYOBA BERKALI-KALI KARNA DISITU DITULIS KESALAHAN SERVER BUKAN KESALAHAN GUA !! WKWK GA GUNA BANGET SAMA AJA BOHONG. MENDING KE KANTOR LANGSUNG DARI PADA LEWAT APLIKASI 🚮,1,azzade,Aneh dan tidak berguna,coba klaim jht biometric tulis coba silah hubung kantor cabang lahhhhh ko lawak nyoba karna situ tulis salah server salah wkwk banget bohong mending kantor aplikasi,2,0.8,tidak bisa login atau daftar
2022-07-04 07:41:01,"{'id': 30907234, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan. Terimakasih telah menggunakan aplikasi JMO (Jamsostek Mobile), penilaian Sahabat sangat penting untuk peningkatan layanan kami. Apabila membutuhkan informasi, permintaan atau keluhan dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -IO', 'modified': '2022-07-15T09:45:56Z'}",Gara2 wajib pengkinian data aplikasi jadi gabisa buat akses apa apa. Terdaftar di 3 momor bpjs ketenagakerjaan tapi gak otomatis muncul di aplikasi harus diinput manual. UDAH EMAIL KE CA NO RESPON!!!,1,rahmalianii,Pengkinian data nya ganggu bgt,gara wajib data aplikasi akses daftar momor bpjs ketenagakerjaan otomatis muncul aplikasi diinput manual email ca no respon,2,0.5078,tidak bisa login atau daftar
2022-05-26 13:08:24,"{'id': 30907871, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -IO', 'modified': '2022-07-15T10:15:50Z'}","tolong bgt dong ini gagal terus untuk pengkinian data di bagian foto. Sampe sudh saya infoin ke bpjs via fb, dan sudh diperbaiki, tapi tetep gagal lagi. Knp ya? Padahal saya sdh ikuti rules untuk fotonya. Ribet bgt ya skrg mau klaim uang sendiri saja. Mending apk yg sebelumnya. Ini solusinya gmn ya? Masa harus ke kantor bpjs nya sih?",1,astriblqs,Foto biometrik gagal terus.!,tolong bgt gagal data foto sampe sudh infoin bpjs via fb sudh tetep gagal knp sdh rules foto ribet bgt skrg klaim uang mending aplikasi solusi gmn kantor bpjs sih,2,0.7645,tidak bisa login atau daftar
2022-01-24 09:25:14,"{'id': 27607474, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-01-23T14:22:41Z'}","Tidak bisa buka aplikasi sama sekali, dibuka langsung keluar lagi. Tolong diperbaiki.

Edit: sudah dibalas dengan jawaban template, sudah saya update masih tetep gabisa dibuka.",1,comXrade,Tidak bisa buka aplikasi,buka aplikasi buka tolong edit balas template update tetep buka,1,0.7193,tidak bisa login atau update data
2022-02-19 11:57:54,"{'id': 28855646, 'body': 'Yth. Bapak/Ibu pengguna Aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terima kasih. -Fani\n', 'modified': '2022-03-29T15:47:48Z'}",Uang Buruh kita bukan uang kemenaker..,1,Ismed uno,#TOLAKKEMENAKER NO.2/2022,uang buruh uang kemenaker,2,0.773,tidak bisa login atau daftar
2022-02-10 11:07:51,"{'id': 28175318, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-02-21T15:50:16Z'}","kalo ngga niat, JANGAN BIKIN APLIKASI. bikin data pribadi bocor saja👎🏼",1,anaksundal,APLIKASI APA INI?,ngga niat daftar aplikasi daftar data pribadi bocor,2,0.784,tidak bisa login atau daftar
2024-04-08 14:17:21,,"min, aplikasi ga bisa dibuka selama sebulan euy. minta tolong dicek ya",1,gustih,app ios eror,min aplikasi buka euy tolong cek,0,0.5097,tidak bisa login atau check saldo
2024-04-07 17:14:27,,"sekarang untuk klaim jht online sangat susah fitur eror terus telp call center hasilnya juga tidak memuaskan, datang langsung kecabang sangat menghabiskan waktu bagi pekerja, aplikasinya tidak maksimal jika tidak bisa klaim online",1,angelina damayanti susanto,kecewa,klaim jht online susah fitur error telp call center hasil muas cabang habis waktu aplikasi maksimal klaim online,0,0.9438,tidak bisa login atau check saldo
2024-04-07 03:59:08,,"Setiap login apk muncul tanda loading terus, harus hapus aplikasi dahulu dan download kembali baru bisa cek saldo",1,Alifah1234@,Aplikasi tidak berjalan baik,buka aplikasi muncul tanda loading hapus aplikasi download cek saldo,1,0.9177,tidak bisa login atau update data
2024-04-07 02:44:21,,Di iphone 7 plus ga bs di buka,1,Abyqwerty,Force quit,iphone plus bs buka,1,0.8168,tidak bisa login atau update data
2024-04-06 09:00:38,,"Aplikasi sekelas pemerintah fapi kayak aplikasi PONZI …… suka error gak bisa log in dll 
Suck banget ….",1,gunmang,KEBANYAKAN KORUPSI,aplikasi kelas perintah fapi kayak aplikasi ponzi suka error log in dll suck banget,2,0.6176,tidak bisa login atau daftar
2024-04-05 23:13:56,"{'id': 43105680, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:20:12Z'}","Tolong dong nih aplikasi ditingkatkan lagi, capek bgt tiap mau masuk ke aplikasinya tiba tiba suka keluar sendiri, sampai skrng tetap gk bisa masuk jga!!",1,qwbdgj,Gak jelas!!!,tolong nih aplikasi tingkat capek bgt aplikasi suka skrng jga,2,0.621,tidak bisa login atau daftar
2024-04-05 11:34:22,"{'id': 43105805, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:29:48Z'}","Baru buka, loading, terus ketutup dengan sendirinya.
Padahal ios masih support jauh perbaikin lg dong aplikasinya",1,Resha grey,Ga bisa dibuka aplikasinya,buka loading tutup ios support perbaikin lg aplikasi,1,0.7659,tidak bisa login atau update data
2024-04-05 09:51:44,"{'id': 43105864, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:34:15Z'}","Abis diperbaharui malah udah 2 minggu gabisa dibuka, aneh, padahal mau klaim jht 👎",1,hermawan123,Aplikasi jelek,abis baharu minggu buka aneh klaim jht,1,0.9022,tidak bisa login atau update data
2024-04-05 07:49:17,"{'id': 43105885, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:36:28Z'}","mau ambil hak aja di persulitnya minta ampun, najis najis",1,mndjdjeiaks,tolol,ambil hak sulit ampun najis najis,0,0.8311,tidak bisa login atau check saldo
2024-04-05 07:11:41,"{'id': 43105937, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:41:57Z'}",Proses  verifikasi terlalu lama,1,dbfsj,Proses,proses verifikasi,0,0.7429,tidak bisa login atau check saldo
2024-04-05 06:38:28,"{'id': 40381637, 'body': '\r\n\r\nYth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -EV\r\n\r\n\r\n', 'modified': '2023-11-28T07:11:41Z'}","Halaman login tidak muncul, hanya logo BPJS ketenagakerjaan.",1,Ardahlan,Halaman login tidak muncul,halaman buka muncul logo bpjs ketenagakerjaan,1,0.5351,tidak bisa login atau update data
2024-04-05 06:03:14,"{'id': 43106028, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:49:12Z'}",tidak bisa masuk njirrrr. keluar mulu,1,axisnet penipu,tidak bisa masuk,njirrrr mulu,1,0.6421,tidak bisa login atau update data
2024-04-05 04:40:42,"{'id': 43106058, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:52:13Z'}","Apk sampah login aja dipersulit, gagal terus padahal udah 100% akurat, mana sehari ke log out terus, kocakkk",1,Rzxdvshsndb,SUSAH LOGIN,aplikasi sampah buka sulit gagal akurat log out kocakkk,0,0.5399,tidak bisa login atau check saldo
2024-04-05 03:42:50,"{'id': 43106162, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:01:54Z'}","Udah pengajuan di tolak h-1 wawancara ga ada solusi lain pas pengajuan agar ttp di wawancara,ujung ujung nya ajuin klaim lagi waktu 1 bulan lagi ga jelas aplikasi ini emang hak hak kita di tahan aneh",1,BramTzy,APLIKASI SAMPAH,aju tolak wawancara solusi pas aju ttp wawancara ujung ujung ajuin klaim waktu aplikasi emang hak hak tahan aneh,2,0.9527,tidak bisa login atau daftar
2024-04-04 07:16:50,"{'id': 43106173, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:02:49Z'}","Bisa login doang, sisanya fitur impian, bisa dipakai di alam mimpi doang.",1,rizkizhou,Aplikasi Impian,buka doang sisa fitur impi pakai alam mimpi doang,0,0.8577,tidak bisa login atau check saldo
2024-04-04 06:36:01,"{'id': 43106229, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:08:14Z'}","Mau ngambil hak sendiri aja dipersulit,ini ngambil hak sendiri bukan",1,Juniarzz,Cacad,ngambil hak sulit ngambil hak,0,0.8168,tidak bisa login atau check saldo
2024-04-04 03:44:59,"{'id': 43106259, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:09:51Z'}","Kocak gue pengajuan lewat lapak asik tgl 20 Maret dapet jadwal wawancara nya tgl 13 Mei, temen gue yg ngajuinnya seminggu setelah gue malah dapetnya cepet di bulan april tgl 16 jadi gak adil gini!!! Tolong lah kerja yg bener urutannya sesuai yg mengajukan duluan ini gak ngotak!! Mengecewakan sekali!!!",1,MO00NT0DDDD,Pencairan ga ngotak!!,kocak aju lapak asik tgl maret dapet jadwal wawancara tgl mei temen ngajuinnya minggu dapetnya cepet april tgl adil gin tolong urut sesuai aju duluan ngotak kecewa,2,0.9279,tidak bisa login atau daftar
2024-04-03 03:17:28,"{'id': 43107004, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala pengecekan saldo JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni \n', 'modified': '2024-04-08T02:41:40Z'}",Saya tidak bisa cek saldo dan buka kartu digital ada keterangan “tidak tersedia” padahal sudah masuk akun dan sudah update aplikasi,2,Ryuki osaka,Komplain,cek saldo buka kartu digital terang sedia akun update aplikasi,0,0.8708,tidak bisa login atau check saldo
2024-04-04 00:20:26,"{'id': 43106368, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:17:20Z'}",Stelah upgrade ko malah gabisa masuk yaa? Malah mental lagi keluar,1,abcdddssd,Ko malah gabisa masuk stelah upgrade yaa?,stelah upgrade ko yaa mental,1,0.8266,tidak bisa login atau update data
