date,developerResponse,review,rating,isEdited,userName,title
2022-02-16 23:18:01,"{'id': 28173438, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-02-21T14:33:21Z'}",Kenapa di app baru ini kartu lama yang belum dicairkan tidak tercantum???? Kartu dan saldonya hilang bukannya digabungkan ke kartu yang baru…,1,False,Tia_84,Saldo ilang
2022-02-15 10:36:29,"{'id': 28173690, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-02-21T14:44:46Z'}","Mau pengkinian data pas input no kartu malah dibilang no kartu belum terkonfirmasi 
Terus juga yg ke detect saldo di pt cuman 1 padahal harusnya ada beberapa yg bisa diliat no kartu dari 2019 sampai sekarang pt terakhir tetap sama danan yg terlihat bukan yg paling baru malah tahun2 sebelumnya gaada
Call center gaada yg respon dan ga ngasih solusi ini gimana niiii",1,False,auk pusing,Ga sesuai
2024-04-01 05:53:38,"{'id': 43108498, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T03:29:10Z'}",Di buat login kadang bisa kadang gak sering forclose sendiri gak jelas,1,False,babi...!,JMO
2024-03-20 04:12:22,"{'id': 42854886, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Aoi', 'modified': '2024-03-27T06:11:46Z'}","Sahabat, percakapan ini akan kami akhiri. Perihal pesan yang Sahabat sampaikan sudah kami tindak lanjuti dengan informasi di atas, terima kasih telah menghubungi layanan BPJAMSOSTEK. Kami sarankan selalu gunakan data pribadi. Jika ada hal lain yang ingin Sahabat tanyakan, silakan berkunjung kembali. -Nada -Kiki - Meta -Virda -Desma",1,False,Psikjih,CS jawaban template
2023-11-13 02:18:52,"{'id': 40352227, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -RY', 'modified': '2023-11-27T03:38:12Z'}","Berikut saya sampaikan keluhan saya : 
1. Fitur pengkinian data tidak bisa digunakan, di No 4 Data Kependudukan selalu loading meskipun sudah dicoba menggunakan sambungan internet yang berbeda beda
2. Menghubungi Whatsapp tidak tersambung dengan Agent dan diarahkan untuk membuat laporan
3. Menghubungi 175 sama sekali tidak tersambung dengan Agent dan call terputus otomatis, pulsa terpotong

Apabila aplikasi memang tidak bisa digunakan, alangkah baiknya pengkinian data dapat dilkukan juga di website sehingga pengisian tetap dapat dilakukan dan tidak ada kendala.
Jika memang tidak bersedia dihubungi, tidak perlu melampirkan no Whatsapp, no telp, dan live chat jika memang tidak ada solusi, diperparah dengan pulsa yang tetap terpotong.",1,False,Nisa2403,"Aplikasi tidak berfungsi, tidak ada solusi"
2022-08-01 05:17:24,"{'id': 41089493, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, perihal gagal biometrik data dengan tujuan klaim Jaminan Hari Tua (JHT) melalui aplikasi Jamsostek Mobile (JMO) maka akan muncul notifikasi yang mengarahkan klaim melalui Lapak Asik. Silakan Bapak/Ibu mengajukan klaim JHT melalui fitur tersebut dengan klik menu Lapak Asik, meskipun saldo dibawah Rp10.000.000,-. -VD', 'modified': '2024-01-05T03:28:32Z'}",Baru mau coba klaim jht bagian biometric udah ada tulisan “anda sudah mencoba 3x & tidak bisa dilanjutkan silahkan hubungi kantor cabang terdekat” LAHHHHH KO LAWAK. GUA NYOBA BERKALI-KALI KARNA DISITU DITULIS KESALAHAN SERVER BUKAN KESALAHAN GUA !! WKWK GA GUNA BANGET SAMA AJA BOHONG. MENDING KE KANTOR LANGSUNG DARI PADA LEWAT APLIKASI 🚮,1,False,azzade,Aneh dan tidak berguna
2022-10-28 17:18:22,"{'id': 35122078, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Ali\r\n', 'modified': '2023-02-28T14:29:34Z'}",Log in aplikasi loadingnya lama bgt,3,False,K__im,Loading
2022-07-04 07:41:01,"{'id': 30907234, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan. Terimakasih telah menggunakan aplikasi JMO (Jamsostek Mobile), penilaian Sahabat sangat penting untuk peningkatan layanan kami. Apabila membutuhkan informasi, permintaan atau keluhan dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -IO', 'modified': '2022-07-15T09:45:56Z'}",Gara2 wajib pengkinian data aplikasi jadi gabisa buat akses apa apa. Terdaftar di 3 momor bpjs ketenagakerjaan tapi gak otomatis muncul di aplikasi harus diinput manual. UDAH EMAIL KE CA NO RESPON!!!,1,False,rahmalianii,Pengkinian data nya ganggu bgt
2022-05-26 13:08:24,"{'id': 30907871, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -IO', 'modified': '2022-07-15T10:15:50Z'}","tolong bgt dong ini gagal terus untuk pengkinian data di bagian foto. Sampe sudh saya infoin ke bpjs via fb, dan sudh diperbaiki, tapi tetep gagal lagi. Knp ya? Padahal saya sdh ikuti rules untuk fotonya. Ribet bgt ya skrg mau klaim uang sendiri saja. Mending apk yg sebelumnya. Ini solusinya gmn ya? Masa harus ke kantor bpjs nya sih?",1,False,astriblqs,Foto biometrik gagal terus.!
2022-01-24 09:25:14,"{'id': 27607474, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-01-23T14:22:41Z'}","Tidak bisa buka aplikasi sama sekali, dibuka langsung keluar lagi. Tolong diperbaiki.

Edit: sudah dibalas dengan jawaban template, sudah saya update masih tetep gabisa dibuka.",1,True,comXrade,Tidak bisa buka aplikasi
2022-02-19 11:57:54,"{'id': 28855646, 'body': 'Yth. Bapak/Ibu pengguna Aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terima kasih. -Fani\n', 'modified': '2022-03-29T15:47:48Z'}",Uang Buruh kita bukan uang kemenaker..,1,False,Ismed uno,#TOLAKKEMENAKER NO.2/2022
2022-02-10 11:07:51,"{'id': 28175318, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -Iwan', 'modified': '2022-02-21T15:50:16Z'}","kalo ngga niat, JANGAN BIKIN APLIKASI. bikin data pribadi bocor saja👎🏼",1,False,anaksundal,APLIKASI APA INI?
2024-04-08 14:17:21,,"min, aplikasi ga bisa dibuka selama sebulan euy. minta tolong dicek ya",1,False,gustih,app ios eror
2024-04-07 17:14:27,,"sekarang untuk klaim jht online sangat susah fitur eror terus telp call center hasilnya juga tidak memuaskan, datang langsung kecabang sangat menghabiskan waktu bagi pekerja, aplikasinya tidak maksimal jika tidak bisa klaim online",1,False,angelina damayanti susanto,kecewa
2024-04-07 03:59:08,,"Setiap login apk muncul tanda loading terus, harus hapus aplikasi dahulu dan download kembali baru bisa cek saldo",1,False,Alifah1234@,Aplikasi tidak berjalan baik
2024-04-07 02:44:21,,Di iphone 7 plus ga bs di buka,1,False,Abyqwerty,Force quit
2024-04-06 09:00:38,,"Aplikasi sekelas pemerintah fapi kayak aplikasi PONZI …… suka error gak bisa log in dll 
Suck banget ….",1,False,gunmang,KEBANYAKAN KORUPSI
2024-04-05 23:13:56,"{'id': 43105680, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:20:12Z'}","Tolong dong nih aplikasi ditingkatkan lagi, capek bgt tiap mau masuk ke aplikasinya tiba tiba suka keluar sendiri, sampai skrng tetap gk bisa masuk jga!!",1,False,qwbdgj,Gak jelas!!!
2024-04-05 11:34:22,"{'id': 43105805, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:29:48Z'}","Baru buka, loading, terus ketutup dengan sendirinya.
Padahal ios masih support jauh perbaikin lg dong aplikasinya",1,False,Resha grey,Ga bisa dibuka aplikasinya
2024-04-05 09:51:44,"{'id': 43105864, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:34:15Z'}","Abis diperbaharui malah udah 2 minggu gabisa dibuka, aneh, padahal mau klaim jht 👎",1,False,hermawan123,Aplikasi jelek
2024-04-05 07:49:17,"{'id': 43105885, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:36:28Z'}","mau ambil hak aja di persulitnya minta ampun, najis najis",1,False,mndjdjeiaks,tolol
2024-04-05 07:11:41,"{'id': 43105937, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:41:57Z'}",Proses  verifikasi terlalu lama,1,False,dbfsj,Proses
2024-04-05 06:38:28,"{'id': 40381637, 'body': '\r\n\r\nYth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Untuk kendala lebih lanjut dapat menghubungi Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Terimakasih -EV\r\n\r\n\r\n', 'modified': '2023-11-28T07:11:41Z'}","Halaman login tidak muncul, hanya logo BPJS ketenagakerjaan.",1,True,Ardahlan,Halaman login tidak muncul
2024-04-05 06:03:14,"{'id': 43106028, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:49:12Z'}",tidak bisa masuk njirrrr. keluar mulu,1,False,axisnet penipu,tidak bisa masuk
2024-04-05 04:40:42,"{'id': 43106058, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks-Yuni ', 'modified': '2024-04-08T01:52:13Z'}","Apk sampah login aja dipersulit, gagal terus padahal udah 100% akurat, mana sehari ke log out terus, kocakkk",1,False,Rzxdvshsndb,SUSAH LOGIN
2024-04-05 03:42:50,"{'id': 43106162, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. kami terus melakukan peningkatan kualitas aplikasi, terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:01:54Z'}","Udah pengajuan di tolak h-1 wawancara ga ada solusi lain pas pengajuan agar ttp di wawancara,ujung ujung nya ajuin klaim lagi waktu 1 bulan lagi ga jelas aplikasi ini emang hak hak kita di tahan aneh",1,False,BramTzy,APLIKASI SAMPAH
2024-04-04 07:16:50,"{'id': 43106173, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:02:49Z'}","Bisa login doang, sisanya fitur impian, bisa dipakai di alam mimpi doang.",1,False,rizkizhou,Aplikasi Impian
2024-04-04 06:36:01,"{'id': 43106229, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:08:14Z'}","Mau ngambil hak sendiri aja dipersulit,ini ngambil hak sendiri bukan",1,False,Juniarzz,Cacad
2024-04-04 03:44:59,"{'id': 43106259, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala klaim JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni ', 'modified': '2024-04-08T02:09:51Z'}","Kocak gue pengajuan lewat lapak asik tgl 20 Maret dapet jadwal wawancara nya tgl 13 Mei, temen gue yg ngajuinnya seminggu setelah gue malah dapetnya cepet di bulan april tgl 16 jadi gak adil gini!!! Tolong lah kerja yg bener urutannya sesuai yg mengajukan duluan ini gak ngotak!! Mengecewakan sekali!!!",1,False,MO00NT0DDDD,Pencairan ga ngotak!!
2024-04-04 02:23:52,"{'id': 43106305, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan. Terimakasih telah menggunakan aplikasi JMO (Jamsostek Mobile), penilaian Sahabat sangat penting untuk peningkatan layanan kami. Apabila membutuhkan informasi, permintaan atau keluhan dapat menghubungi Care Contact Center 175 atau email: care@bpjsketenagakerjaan.go.id. Tks -Yuni ', 'modified': '2024-04-08T02:13:27Z'}","Masyaallah membantu sekali,saya baru aja klaim jnt dan belum ada setengah jam langsung cair dong,terimakasih sekali jmo sangat membantu😇",5,False,haisept,Membantu sekali
2024-04-03 03:17:28,"{'id': 43107004, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. Terkait kendala pengecekan saldo JHT, agar bisa kami bantu tindak lanjuti, mohon bisa menghubungi kami melalui care@bpjsketenagakerjaan.go.id atau bisa melalui DM di seluruh akun media sosial resmi kami. Tks -Yuni \n', 'modified': '2024-04-08T02:41:40Z'}",Saya tidak bisa cek saldo dan buka kartu digital ada keterangan “tidak tersedia” padahal sudah masuk akun dan sudah update aplikasi,2,False,Ryuki osaka,Komplain
2024-04-04 00:20:26,"{'id': 43106368, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:17:20Z'}",Stelah upgrade ko malah gabisa masuk yaa? Malah mental lagi keluar,1,False,abcdddssd,Ko malah gabisa masuk stelah upgrade yaa?
2024-04-03 15:57:17,"{'id': 43106383, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:18:36Z'}","Sayang sekali aplikasi bagus ini malah jadi error trus dengan notice tidak ada jaringan internet di ip 12 pro max. Padahal karya anak bangsa, maaf ya menurut perusahaan swasta saja bisa buat aplikasi yang berjalan lancar, koreksi jika saya salah. Tolong diperbaiki agar mempermudah untuk mengaksesnya. Terima kasih.",1,False,kamouflase,Tidak ada koneksi internet
2024-04-03 13:20:06,"{'id': 43106401, 'body': 'Yth. Bapak/Ibu pengguna aplikasi BPJS Ketenagakerjaan, mohon maaf atas ketidaknyamanannya. BPJS Ketenagakerjaan terus melakukan peningkatan aplikasi. Mohon dicoba secara berkala dan melakukan pembaruan aplikasi. Jika membutuhkan informasi lebih lanjut silakan hubungi BPJAMSOSTEK melalui layanan 175, Email, Whatsapp atau Sosial media resmi. Tks -Yuni ', 'modified': '2024-04-08T02:19:27Z'}",Aplikasi gblog gajelas banget ga pernah bisa cek saldo 😂 login juga kadang susah,1,False,Calvin Wiryadinata,Parah cacad
